Timestamp,Speed
1,0
2,1.49857
3,3.6001
4,5.76148
5,5.88882
6,6.31432
7,6.42756
8,6.6565
9,5.63611
10,6.45066
11,5.96896
12,5.80537
13,6.69185
14,6.34874
15,5.98717
16,6.55561
17,6.64236
18,6.31998
19,6.39518
20,6.91477
21,6.48104
22,6.04718
23,5.96858
24,5.64256
25,6.11232
26,6.59988
27,6.16718
28,6.71555
29,6.6581
30,6.26389
31,6.11042
32,6.28339
33,6.19003
34,5.69127
35,5.88398
36,2.99877
37,0.228298
38,0.101376
39,2.16244
40,4.25196
41,6.7441
42,6.50396
43,5.89469
44,5.80807
45,5.69591
46,5.68332
47,5.72192
48,6.85724
49,6.37257
50,6.44091
